Version,Date_of_report,Date_of_statistics,Perc_covid_symptoms,MA_perc_covid_symptoms
1,2022-04-26 10:00:00,2021-12-14,2.60631001371742,2.469
1,2022-04-26 10:00:00,2021-12-15,1.6655562958028,2.529
1,2022-04-26 10:00:00,2021-12-16,2.2189349112426,2.418
1,2022-04-26 10:00:00,2021-12-17,2.16763005780347,2.447
1,2022-04-26 10:00:00,2021-12-18,2.96352583586626,2.459
1,2022-04-26 10:00:00,2021-12-19,2.30111768573307,2.645
1,2022-04-26 10:00:00,2021-12-20,3.20284697508897,2.789
1,2022-04-26 10:00:00,2021-12-21,2.69503546099291,2.855
1,2022-04-26 10:00:00,2021-12-22,2.96296296296296,2.888
1,2022-04-26 10:00:00,2021-12-23,3.22812051649928,2.934
1,2022-04-26 10:00:00,2021-12-24,2.63157894736842,2.818
1,2022-04-26 10:00:00,2021-12-25,3.19327731092437,2.819
1,2022-04-26 10:00:00,2021-12-26,2.62273032952253,2.907
1,2022-04-26 10:00:00,2021-12-27,2.39554317548746,2.878
1,2022-04-26 10:00:00,2021-12-28,2.69736842105263,2.93
1,2022-04-26 10:00:00,2021-12-29,3.58090185676393,2.991
1,2022-04-26 10:00:00,2021-12-30,3.0239099859353,3.191
1,2022-04-26 10:00:00,2021-12-31,2.99559471365639,3.35
1,2022-04-26 10:00:00,2022-01-01,3.62080315997367,3.374
1,2022-04-26 10:00:00,2022-01-02,4.0251572327044,3.231
1,2022-04-26 10:00:00,2022-01-03,3.50776308223117,3.255
1,2022-04-26 10:00:00,2022-01-04,2.86085825747724,3.36
1,2022-04-26 10:00:00,2022-01-05,2.57976917854718,3.298
1,2022-04-26 10:00:00,2022-01-06,3.19767441860465,3.161
1,2022-04-26 10:00:00,2022-01-07,3.72714486638537,3.115
1,2022-04-26 10:00:00,2022-01-08,3.19071791153009,3.17
1,2022-04-26 10:00:00,2022-01-09,3.06633291614518,3.228
1,2022-04-26 10:00:00,2022-01-10,3.1858407079646,3.243
1,2022-04-26 10:00:00,2022-01-11,3.24288550628723,3.078
1,2022-04-26 10:00:00,2022-01-12,2.98196948682386,3.009
1,2022-04-26 10:00:00,2022-01-13,3.30288123682361,2.839
1,2022-04-26 10:00:00,2022-01-14,2.57542310522443,2.749
1,2022-04-26 10:00:00,2022-01-15,2.71062271062271,2.553
1,2022-04-26 10:00:00,2022-01-16,1.8733850129199,2.545
1,2022-04-26 10:00:00,2022-01-17,2.55813953488372,2.459
1,2022-04-26 10:00:00,2022-01-18,1.86666666666667,2.468
1,2022-04-26 10:00:00,2022-01-19,2.93091416608514,2.382
1,2022-04-26 10:00:00,2022-01-20,2.69679300291545,2.587
1,2022-04-26 10:00:00,2022-01-21,2.63908701854494,2.676
1,2022-04-26 10:00:00,2022-01-22,2.10843373493976,2.842
1,2022-04-26 10:00:00,2022-01-23,3.3104309806371,2.806
1,2022-04-26 10:00:00,2022-01-24,3.18287037037037,3.082
1,2022-04-26 10:00:00,2022-01-25,3.02826379542396,3.224
1,2022-04-26 10:00:00,2022-01-26,2.67673301304049,3.55
1,2022-04-26 10:00:00,2022-01-27,4.62633451957295,3.606
1,2022-04-26 10:00:00,2022-01-28,3.6376604850214,3.689
1,2022-04-26 10:00:00,2022-01-29,4.38799076212471,3.747
1,2022-04-26 10:00:00,2022-01-30,3.70141887723627,3.829
1,2022-04-26 10:00:00,2022-01-31,3.76193149915778,3.79
1,2022-04-26 10:00:00,2022-02-01,3.43642611683849,3.95
1,2022-04-26 10:00:00,2022-02-02,3.25423728813559,3.957
1,2022-04-26 10:00:00,2022-02-03,4.35374149659864,4.049
1,2022-04-26 10:00:00,2022-02-04,4.75493782004389,4.122
1,2022-04-26 10:00:00,2022-02-05,4.43942814145974,4.217
1,2022-04-26 10:00:00,2022-02-06,4.33973961562306,4.275
1,2022-04-26 10:00:00,2022-02-07,4.27251732101617,4.226
1,2022-04-26 10:00:00,2022-02-08,4.10396716826265,4.133
1,2022-04-26 10:00:00,2022-02-09,3.66197183098592,3.999
1,2022-04-26 10:00:00,2022-02-10,4.00829302004147,3.901
1,2022-04-26 10:00:00,2022-02-11,4.10662824207493,3.803
1,2022-04-26 10:00:00,2022-02-12,3.5031847133758,3.802
1,2022-04-26 10:00:00,2022-02-13,3.6509900990099,3.94
1,2022-04-26 10:00:00,2022-02-14,3.58851674641148,3.996
1,2022-04-26 10:00:00,2022-02-15,4.09556313993174,3.998
1,2022-04-26 10:00:00,2022-02-16,4.62508759635599,4.077
1,2022-04-26 10:00:00,2022-02-17,4.4043321299639,4.028
1,2022-04-26 10:00:00,2022-02-18,4.11849710982659,4.063
1,2022-04-26 10:00:00,2022-02-19,4.05300077942323,3.806
1,2022-04-26 10:00:00,2022-02-20,3.3104309806371,3.549
1,2022-04-26 10:00:00,2022-02-21,3.83663366336634,3.205
1,2022-04-26 10:00:00,2022-02-22,2.29555236728838,2.899
1,2022-04-26 10:00:00,2022-02-23,2.82199710564399,2.91
1,2022-04-26 10:00:00,2022-02-24,2.00148257968866,2.944
1,2022-04-26 10:00:00,2022-02-25,1.97718631178707,2.858
1,2022-04-26 10:00:00,2022-02-26,4.12541254125412,3.094
1,2022-04-26 10:00:00,2022-02-27,3.55297157622739,3.215
1,2022-04-26 10:00:00,2022-02-28,3.2298923369221,3.723
1,2022-04-26 10:00:00,2022-03-01,3.95095367847411,4.164
1,2022-04-26 10:00:00,2022-03-02,3.67041198501873,4.397
1,2022-04-26 10:00:00,2022-03-03,5.55555555555556,4.677
1,2022-04-26 10:00:00,2022-03-04,5.06424792139078,5.002
1,2022-04-26 10:00:00,2022-03-05,5.7542768273717,5.376
1,2022-04-26 10:00:00,2022-03-06,5.51282051282051,5.713
1,2022-04-26 10:00:00,2022-03-07,5.50295857988166,5.682
1,2022-04-26 10:00:00,2022-03-08,6.56984785615491,5.858
1,2022-04-26 10:00:00,2022-03-09,6.03197674418605,5.924
1,2022-04-26 10:00:00,2022-03-10,5.3394355453852,5.82
1,2022-04-26 10:00:00,2022-03-11,6.29800307219662,5.914
1,2022-04-26 10:00:00,2022-03-12,6.21019108280255,5.78
1,2022-04-26 10:00:00,2022-03-13,4.78964401294498,5.808
1,2022-04-26 10:00:00,2022-03-14,6.16054760423149,5.791
1,2022-04-26 10:00:00,2022-03-15,5.62865497076023,5.798
1,2022-04-26 10:00:00,2022-03-16,6.23123123123123,5.761
1,2022-04-26 10:00:00,2022-03-17,5.21541950113379,6.002
1,2022-04-26 10:00:00,2022-03-18,6.34920634920635,5.936
1,2022-04-26 10:00:00,2022-03-19,5.94947025264874,5.875
1,2022-04-26 10:00:00,2022-03-20,6.47668393782383,5.734
1,2022-04-26 10:00:00,2022-03-21,5.70342205323194,5.831
1,2022-04-26 10:00:00,2022-03-22,5.19877675840979,5.583
1,2022-04-26 10:00:00,2022-03-23,5.24759793052476,5.468
1,2022-04-26 10:00:00,2022-03-24,5.89123867069486,5.286
1,2022-04-26 10:00:00,2022-03-25,4.61297888975762,5.226
1,2022-04-26 10:00:00,2022-03-26,5.1433389544688,5.326
1,2022-04-26 10:00:00,2022-03-27,5.20547945205479,5.286
1,2022-04-26 10:00:00,2022-03-28,5.28325907065563,5.119
1,2022-04-26 10:00:00,2022-03-29,5.89641434262948,5.162
1,2022-04-26 10:00:00,2022-03-30,4.97076023391813,5.092
1,2022-04-26 10:00:00,2022-03-31,4.72263868065967,4.954
1,2022-04-26 10:00:00,2022-04-01,4.91143317230274,4.912
1,2022-04-26 10:00:00,2022-04-02,4.6530612244898,4.678
1,2022-04-26 10:00:00,2022-04-03,4.23905489923558,4.606
1,2022-04-26 10:00:00,2022-04-04,4.99027867790019,4.55
1,2022-04-26 10:00:00,2022-04-05,4.25855513307985,4.506
1,2022-04-26 10:00:00,2022-04-06,4.46428571428571,4.408
1,2022-04-26 10:00:00,2022-04-07,4.3338683788122,4.39
1,2022-04-26 10:00:00,2022-04-08,4.59952418715305,4.219
1,2022-04-26 10:00:00,2022-04-09,3.96959459459459,4.241
1,2022-04-26 10:00:00,2022-04-10,4.11522633744856,4.268
1,2022-04-26 10:00:00,2022-04-11,3.79084967320261,4.141
1,2022-04-26 10:00:00,2022-04-12,4.41640378548896,4.058
1,2022-04-26 10:00:00,2022-04-13,4.65116279069767,4.045
1,2022-04-26 10:00:00,2022-04-14,3.44299923488906,3.947
1,2022-04-26 10:00:00,2022-04-15,4.01639344262295,3.815
1,2022-04-26 10:00:00,2022-04-16,3.88007054673721,3.829
1,2022-04-26 10:00:00,2022-04-17,3.43417825020442,3.73
1,2022-04-26 10:00:00,2022-04-18,2.86512928022362,3.733
1,2022-04-26 10:00:00,2022-04-19,4.51482479784367,3.568
1,2022-04-26 10:00:00,2022-04-20,3.95799676898223,3.457
1,2022-04-26 10:00:00,2022-04-21,3.46020761245675,3.501
1,2022-04-26 10:00:00,2022-04-22,2.86677908937605,3.488
1,2022-04-26 10:00:00,2022-04-23,3.10283687943262,
1,2022-04-26 10:00:00,2022-04-24,3.73626373626374,
1,2022-04-26 10:00:00,2022-04-25,2.77594183740912,
